Период,Сотрудник,Вид учета времени,Дни,Организация
04.02.2022,SEKU,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
04.02.2022,RUPR,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
04.02.2022,AUPR,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
04.02.2022,ANSV,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
04.02.2022,KOSK,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
04.02.2022,ATUR,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
04.02.2022,SISH,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
04.02.2022,EVAB,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
04.02.2022,ALZI,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
04.02.2022,ALIG,Отпуск,1.00,"ОП ""Каменск-Красносулинский"""
04.02.2022,SELE,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
04.02.2022,AXSI,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
04.02.2022,GETR,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
04.02.2022,YUTK,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
04.02.2022,RKAR,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
04.02.2022,SKOL,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
04.02.2022,VAKR,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
04.02.2022,ACHU,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
04.02.2022,MITA,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
04.02.2022,ALKE,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
04.02.2022,AKUR,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
04.02.2022,IVSI,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
04.02.2022,YEAV,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
04.02.2022,MABY,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
04.02.2022,ALGA,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
04.02.2022,OLDO,Больничный,1.00,"ОП ""Каменск-Красносулинский"""
04.02.2022,LEZA,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
04.02.2022,ALKO,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
04.02.2022,DMPI,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
04.02.2022,SAST,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
04.02.2022,ANFO,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
04.02.2022,ANSH,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
04.02.2022,DESE,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
05.02.2022,AKOR,Явка,1.00,"ОП ""Азов"""
05.02.2022,VAKZ,Явка,1.00,"ОП ""Азов"""
05.02.2022,OLTA,Явка,1.00,"ОП ""Азов"""
05.02.2022,ALBO,Явка,1.00,"ОП ""Азов"""
05.02.2022,RUGL,Явка,1.00,"ОП ""Азов"""
05.02.2022,ANDA,Явка,1.00,"ОП ""Азов"""
05.02.2022,EGSO,Больничный,1.00,"ОП ""Азов"""
05.02.2022,ILKO,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Астрахань"""
05.02.2022,DMMO,Больничный,1.00,"ОП ""Кольская"""
05.02.2022,NISO,Больничный,1.00,"ОП ""Кольская"""
05.02.2022,MKRS,Явка,1.00,"ОП ""Кольская"""
05.02.2022,SERS,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
05.02.2022,MAIS,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
05.02.2022,KOAN,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
05.02.2022,SEVE,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
05.02.2022,PAZH,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
05.02.2022,AIZA,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
05.02.2022,EVZU,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
05.02.2022,DKOR,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
05.02.2022,SEKU,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
05.02.2022,RUPR,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
05.02.2022,AUPR,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
05.02.2022,ANSV,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
05.02.2022,KOSK,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
05.02.2022,ATUR,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
05.02.2022,SISH,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
05.02.2022,EVAB,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
05.02.2022,ALZI,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
05.02.2022,ALIG,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
05.02.2022,SELE,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
05.02.2022,AXSI,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
05.02.2022,GETR,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
05.02.2022,YUTK,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
05.02.2022,RKAR,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
05.02.2022,SKOL,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
05.02.2022,VAKR,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
05.02.2022,ACHU,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
05.02.2022,MITA,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
05.02.2022,ALKE,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
05.02.2022,AKUR,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
05.02.2022,IVSI,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
05.02.2022,YEAV,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
05.02.2022,MABY,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
05.02.2022,ALGA,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
05.02.2022,OLDO,Больничный,1.00,"ОП ""Каменск-Красносулинский"""
05.02.2022,LEZA,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
05.02.2022,ALKO,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
05.02.2022,DMPI,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
05.02.2022,SAST,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
05.02.2022,ANFO,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
05.02.2022,ANSH,Отпуск неоплачиваемый с разрешения работодателя,1.00,"ОП ""Каменск-Красносулинский"""
05.02.2022,DESE,Командировка,1.00,"ОП ""Каменск-Красносулинский"""
